"Net Code";"Net Name";"Pad Count";"Via Count";"Via Length (mm)";"Track Length (mm)";"Die Length (mm)";"Net Length (mm)";"F.Cu (mm)";"B.Cu (mm)";
023;"NET_3.3V_VCC_P28";8;1;1.6000;27.5154;0.0000;29.1154;5.2561;22.2593;
024;"NET_3.3V_VCC_P29";8;1;1.6000;21.0820;0.0000;22.6820;3.3610;17.7210;
025;"NET_3.3V_VCC_P30";8;1;1.6000;22.4113;0.0000;24.0113;4.9201;17.4911;
026;"NET_3.3V_VCC_P31";8;1;1.6000;24.6145;0.0000;26.2145;6.2067;18.4078;
027;"NET_3.3V_VCC_P32";8;1;1.6000;27.9297;0.0000;29.5297;6.8117;21.1180;
028;"NET_3.3V_VCC_RX_P05";5;1;1.6000;9.3312;0.0000;10.9312;4.0000;5.3312;
029;"NET_3.3V_VCC_RX_P06";5;1;1.6000;8.5880;0.0000;10.1880;3.6596;4.9284;
030;"NET_3.3V_VCC_RX_P07";5;1;1.6000;10.6323;0.0000;12.2323;4.0920;6.5403;
031;"NET_3.3V_VCC_RX_P08";5;1;1.6000;7.8821;0.0000;9.4821;3.4500;4.4321;
032;"NET_3.3V_VCC_RX_P09";5;1;1.6000;10.9663;0.0000;12.5663;5.1000;5.8663;
033;"NET_3.3V_VCC_RX_P10";5;1;1.6000;9.8006;0.0000;11.4006;4.2500;5.5506;
034;"NET_3.3V_VCC_RX_P11";5;1;1.6000;10.6386;0.0000;12.2386;6.1830;4.4556;
035;"NET_3.3V_VCC_RX_P12";5;1;1.6000;8.4299;0.0000;10.0299;3.7500;4.6799;
036;"NET_3.3V_VCC_RX_P13";5;1;1.6000;8.5599;0.0000;10.1599;2.9000;5.6599;
037;"NET_3.3V_VCC_RX_P14";5;1;1.6000;10.4636;0.0000;12.0636;2.9820;7.4816;
038;"NET_3.3V_VCC_RX_P15";5;1;1.6000;7.9408;0.0000;9.5408;3.8500;4.0908;
039;"NET_3.3V_VCC_RX_P16";5;1;1.6000;11.3980;0.0000;12.9980;3.2700;8.1280;
040;"NET_3.3V_VCC_RX_P17";5;1;1.6000;8.6657;0.0000;10.2657;2.9000;5.7657;
041;"NET_3.3V_VCC_RX_P18";5;1;1.6000;10.8067;0.0000;12.4067;3.7250;7.0817;
042;"NET_3.3V_VCC_RX_P19";5;1;1.6000;8.3966;0.0000;9.9966;2.9000;5.4966;
043;"NET_3.3V_VCC_RX_P20";5;1;1.6000;9.2796;0.0000;10.8796;3.1190;6.1606;
044;"NET_3.3V_VCC_RX_P21";5;1;1.6000;11.5278;0.0000;13.1278;4.7000;6.8278;
045;"NET_3.3V_VCC_RX_P22";5;1;1.6000;11.6572;0.0000;13.2572;6.2448;5.4123;
046;"NET_3.3V_VCC_RX_P23";5;1;1.6000;9.5071;0.0000;11.1071;3.3000;6.2071;
047;"NET_3.3V_VCC_RX_P24";5;1;1.6000;10.2622;0.0000;11.8622;4.1500;6.1122;
048;"NET_3.3V_VCC_RX_P25";5;1;1.6000;8.0870;0.0000;9.6870;3.4500;4.6370;
049;"NET_3.3V_VCC_RX_P26";5;1;1.6000;12.1243;0.0000;13.7243;3.9633;8.1609;
050;"NET_3.3V_VCC_RX_P27";5;1;1.6000;11.2426;0.0000;12.8426;5.5906;5.6520;
051;"NET_3.3V_VCC_RX_P28";5;1;1.6000;9.0084;0.0000;10.6084;2.9000;6.1084;
052;"NET_3.3V_VCC_RX_P29";5;1;1.6000;10.5698;0.0000;12.1698;4.7000;5.8698;
053;"NET_3.3V_VCC_RX_P30";5;1;1.6000;11.6742;0.0000;13.2742;4.0930;7.5812;
054;"NET_3.3V_VCC_RX_P31";5;1;1.6000;7.5867;0.0000;9.1867;2.9500;4.6367;
055;"NET_3.3V_VCC_RX_P32";5;1;1.6000;17.5257;0.0000;19.1257;3.1500;14.3757;
056;"NET_3.3V_VCC_TX_P05";5;1;1.6000;10.3627;0.0000;11.9627;3.4060;6.9567;
057;"NET_3.3V_VCC_TX_P06";5;1;1.6000;11.1886;0.0000;12.7886;4.3154;6.8732;
058;"NET_3.3V_VCC_TX_P07";5;1;1.6000;9.9186;0.0000;11.5186;2.9000;7.0186;
059;"NET_3.3V_VCC_TX_P08";5;1;1.6000;7.9843;0.0000;9.5843;3.2000;4.7843;
060;"NET_3.3V_VCC_TX_P09";5;1;1.6000;9.4734;0.0000;11.0734;3.3670;6.1064;
061;"NET_3.3V_VCC_TX_P10";5;1;1.6000;9.4461;0.0000;11.0461;3.3670;6.0791;
062;"NET_3.3V_VCC_TX_P11";5;1;1.6000;9.7851;0.0000;11.3851;4.5500;5.2351;
063;"NET_3.3V_VCC_TX_P12";5;1;1.6000;10.1852;0.0000;11.7852;4.5700;5.6152;
064;"NET_3.3V_VCC_TX_P13";5;1;1.6000;15.0470;0.0000;16.6470;4.1500;10.8970;
065;"NET_3.3V_VCC_TX_P14";5;1;1.6000;13.3279;0.0000;14.9279;3.3474;9.9805;
066;"NET_3.3V_VCC_TX_P15";5;1;1.6000;10.6562;0.0000;12.2562;2.9000;7.7562;
067;"NET_3.3V_VCC_TX_P16";5;1;1.6000;10.8887;0.0000;12.4887;3.7500;7.1387;
068;"NET_3.3V_VCC_TX_P17";5;1;1.6000;10.0660;0.0000;11.6660;3.1050;6.9610;
069;"NET_3.3V_VCC_TX_P18";5;1;1.6000;13.6813;0.0000;15.2813;4.3061;9.3752;
070;"NET_3.3V_VCC_TX_P19";5;1;1.6000;8.2157;0.0000;9.8157;3.3000;4.9157;
071;"NET_3.3V_VCC_TX_P20";5;1;1.6000;9.7491;0.0000;11.3491;4.4500;5.2991;
072;"NET_3.3V_VCC_TX_P21";5;1;1.6000;14.9153;0.0000;16.5153;5.0600;9.8552;
073;"NET_3.3V_VCC_TX_P22";5;1;1.6000;11.2035;0.0000;12.8035;2.9000;8.3035;
074;"NET_3.3V_VCC_TX_P23";5;1;1.6000;10.1434;0.0000;11.7434;3.0250;7.1184;
075;"NET_3.3V_VCC_TX_P24";5;1;1.6000;9.1880;0.0000;10.7880;4.1912;4.9967;
076;"NET_3.3V_VCC_TX_P25";5;1;1.6000;14.3049;0.0000;15.9049;8.1250;6.1799;
077;"NET_3.3V_VCC_TX_P26";5;1;1.6000;9.6271;0.0000;11.2271;2.9340;6.6931;
078;"NET_3.3V_VCC_TX_P27";5;1;1.6000;8.9491;0.0000;10.5491;3.1000;5.8491;
079;"NET_3.3V_VCC_TX_P28";5;1;1.6000;8.4626;0.0000;10.0626;3.3500;5.1126;
080;"NET_3.3V_VCC_TX_P29";5;1;1.6000;10.7703;0.0000;12.3703;3.0750;7.6953;
081;"NET_3.3V_VCC_TX_P30";5;1;1.6000;13.3875;0.0000;14.9875;2.9000;10.4875;
082;"NET_3.3V_VCC_TX_P31";5;1;1.6000;8.8284;0.0000;10.4284;4.0810;4.7474;
083;"NET_3.3V_VCC_TX_P32";5;1;1.6000;12.4462;0.0000;14.0462;3.2552;9.1910;
084;"NET_3V3_AUX";28;11;17.6000;688.7460;0.0000;706.3460;252.8089;435.9371;
085;"NET_3V3_P05";5;0;0.0000;19.5620;0.0000;19.5620;0.0000;19.5620;
086;"NET_3V3_P06";5;0;0.0000;14.9989;0.0000;14.9989;0.0000;14.9989;
087;"NET_3V3_P07";5;0;0.0000;12.8360;0.0000;12.8360;0.0000;12.8360;
088;"NET_3V3_P08";5;0;0.0000;11.9210;0.0000;11.9210;0.0000;11.9210;
089;"NET_3V3_P09";5;0;0.0000;15.4466;0.0000;15.4466;0.0000;15.4466;
090;"NET_3V3_P10";5;0;0.0000;10.7613;0.0000;10.7613;0.0000;10.7613;
091;"NET_3V3_P11";5;0;0.0000;12.9154;0.0000;12.9154;0.0000;12.9154;
092;"NET_3V3_P12";5;0;0.0000;11.6069;0.0000;11.6069;0.0000;11.6069;
093;"NET_3V3_P13";5;0;0.0000;15.8091;0.0000;15.8091;0.0000;15.8091;
094;"NET_3V3_P14";5;0;0.0000;13.8529;0.0000;13.8529;0.0000;13.8529;
095;"NET_3V3_P15";5;0;0.0000;11.8711;0.0000;11.8711;0.0000;11.8711;
096;"NET_3V3_P16";5;0;0.0000;15.0442;0.0000;15.0442;0.0000;15.0442;
097;"NET_3V3_P17";5;0;0.0000;12.9516;0.0000;12.9516;0.0000;12.9516;
098;"NET_3V3_P18";5;0;0.0000;18.4203;0.0000;18.4203;0.0000;18.4203;
099;"NET_3V3_P19";5;0;0.0000;13.4998;0.0000;13.4998;0.0000;13.4998;
100;"NET_3V3_P20";5;0;0.0000;12.5216;0.0000;12.5216;0.0000;12.5216;
101;"NET_3V3_P21";5;0;0.0000;14.7464;0.0000;14.7464;0.0000;14.7464;
102;"NET_3V3_P22";5;0;0.0000;13.5062;0.0000;13.5062;0.0000;13.5062;
103;"NET_3V3_P23";5;0;0.0000;14.1985;0.0000;14.1985;0.0000;14.1985;
104;"NET_3V3_P24";5;0;0.0000;19.1245;0.0000;19.1245;0.0000;19.1245;
105;"NET_3V3_P25";5;0;0.0000;15.3745;0.0000;15.3745;0.0000;15.3745;
106;"NET_3V3_P26";5;0;0.0000;12.9376;0.0000;12.9376;0.0000;12.9376;
107;"NET_3V3_P27";5;0;0.0000;13.1502;0.0000;13.1502;0.0000;13.1502;
108;"NET_3V3_P28";5;0;0.0000;15.0482;0.0000;15.0482;0.0000;15.0482;
109;"NET_3V3_P29";5;0;0.0000;12.4846;0.0000;12.4846;0.0000;12.4846;
110;"NET_3V3_P30";5;0;0.0000;13.0268;0.0000;13.0268;0.0000;13.0268;
111;"NET_3V3_P31";5;0;0.0000;13.6149;0.0000;13.6149;0.0000;13.6149;
112;"NET_3V3_P32";5;0;0.0000;15.0701;0.0000;15.0701;0.0000;15.0701;
113;"GP_EPPS_P05";2;1;1.6000;0.9527;0.0000;2.5527;0.3910;0.5617;
114;"GP_EPPS_P06";2;1;1.6000;5.4643;0.0000;7.0643;2.8554;2.6089;
115;"GP_EPPS_P07";2;1;1.6000;2.0800;0.0000;3.6800;0.3700;1.7100;
116;"GP_EPPS_P08";2;1;1.6000;1.0000;0.0000;2.6000;0.4000;0.6000;
117;"GP_EPPS_P09";2;1;1.6000;1.0055;0.0000;2.6055;0.4740;0.5314;
118;"GP_EPPS_P10";2;1;1.6000;1.1534;0.0000;2.7534;0.4353;0.7181;
119;"GP_EPPS_P11";2;1;1.6000;3.3425;0.0000;4.9425;1.9675;1.3750;
120;"GP_EPPS_P12";2;1;1.6000;1.8657;0.0000;3.4657;1.2828;0.5828;
121;"GP_EPPS_P13";2;1;1.6000;1.8233;0.0000;3.4233;1.0533;0.7700;
122;"GP_EPPS_P14";2;1;1.6000;2.3884;0.0000;3.9884;1.1429;1.2455;
123;"GP_EPPS_P15";2;1;1.6000;2.2845;0.0000;3.8845;1.6005;0.6840;
124;"GP_EPPS_P16";2;1;1.6000;1.4000;0.0000;3.0000;0.7500;0.6500;
125;"GP_EPPS_P17";2;1;1.6000;1.2327;0.0000;2.8327;0.8360;0.3967;
126;"GP_EPPS_P18";2;1;1.6000;1.3996;0.0000;2.9996;0.3730;1.0266;
127;"GP_EPPS_P19";2;1;1.6000;1.6895;0.0000;3.2895;0.5704;1.1191;
128;"GP_EPPS_P20";2;1;1.6000;1.4000;0.0000;3.0000;0.9000;0.5000;
129;"GP_EPPS_P21";2;1;1.6000;2.3364;0.0000;3.9364;0.3810;1.9554;
130;"GP_EPPS_P22";2;1;1.6000;1.1425;0.0000;2.7425;0.5225;0.6200;
131;"GP_EPPS_P23";2;1;1.6000;0.9179;0.0000;2.5179;0.4046;0.5133;
132;"GP_EPPS_P24";2;1;1.6000;1.3828;0.0000;2.9828;0.8707;0.5121;
133;"GP_EPPS_P25";2;1;1.6000;0.9916;0.0000;2.5916;0.3690;0.6226;
134;"GP_EPPS_P26";2;1;1.6000;1.4598;0.0000;3.0598;1.0653;0.3946;
135;"GP_EPPS_P27";2;1;1.6000;1.4000;0.0000;3.0000;0.8000;0.6000;
136;"GP_EPPS_P28";2;1;1.6000;1.0414;0.0000;2.6414;0.4035;0.6379;
137;"GP_EPPS_P29";2;1;1.6000;1.3067;0.0000;2.9067;0.8521;0.4546;
138;"GP_EPPS_P30";2;1;1.6000;2.8504;0.0000;4.4504;0.3920;2.4584;
139;"GP_EPPS_P31";2;1;1.6000;1.6828;0.0000;3.2828;1.1328;0.5500;
140;"GP_EPPS_P32";2;1;1.6000;1.2828;0.0000;2.8828;0.7328;0.5500;
141;"GP_INT_P05_L";2;1;1.6000;1.0530;0.0000;2.6530;0.4804;0.5726;
142;"GP_INT_P06_L";2;1;1.6000;1.1414;0.0000;2.7414;0.4114;0.7300;
143;"GP_INT_P07_L";2;1;1.6000;0.9528;0.0000;2.5528;0.3850;0.5678;
144;"GP_INT_P08_L";2;1;1.6000;2.0450;0.0000;3.6450;0.3861;1.6589;
145;"GP_INT_P09_L";2;1;1.6000;1.0406;0.0000;2.6406;0.5232;0.5173;
146;"GP_INT_P10_L";2;1;1.6000;0.9683;0.0000;2.5683;0.5993;0.3690;
147;"GP_INT_P11_L";2;1;1.6000;0.9121;0.0000;2.5121;0.3810;0.5311;
148;"GP_INT_P12_L";2;1;1.6000;0.9414;0.0000;2.5414;0.5000;0.4414;
149;"GP_INT_P13_L";2;1;1.6000;1.8192;0.0000;3.4192;0.5072;1.3120;
150;"GP_INT_P14_L";2;1;1.6000;1.2576;0.0000;2.8576;0.8188;0.4388;
151;"GP_INT_P15_L";2;1;1.6000;1.3328;0.0000;2.9328;0.5561;0.7768;
152;"GP_INT_P16_L";2;1;1.6000;1.5218;0.0000;3.1218;0.3750;1.1468;
153;"GP_INT_P17_L";2;1;1.6000;1.7147;0.0000;3.3147;0.5128;1.2019;
154;"GP_INT_P18_L";2;1;1.6000;2.4709;0.0000;4.0709;1.4675;1.0034;
155;"GP_INT_P19_L";2;1;1.6000;0.9296;0.0000;2.5296;0.4365;0.4931;
156;"GP_INT_P20_L";2;1;1.6000;1.3570;0.0000;2.9570;0.3957;0.9614;
157;"GP_INT_P21_L";2;1;1.6000;1.5546;0.0000;3.1546;0.3750;1.1796;
158;"GP_INT_P22_L";2;1;1.6000;0.9660;0.0000;2.5660;0.5363;0.4296;
159;"GP_INT_P23_L";2;1;1.6000;1.4487;0.0000;3.0487;0.3710;1.0777;
160;"GP_INT_P24_L";2;1;1.6000;2.4175;0.0000;4.0175;0.3720;2.0455;
161;"GP_INT_P25_L";2;1;1.6000;3.3333;0.0000;4.9333;2.8977;0.4357;
162;"GP_INT_P26_L";2;1;1.6000;1.1536;0.0000;2.7536;0.4061;0.7475;
163;"GP_INT_P27_L";2;1;1.6000;1.0425;0.0000;2.6425;0.5066;0.5359;
164;"GP_INT_P28_L";2;1;1.6000;2.6368;0.0000;4.2368;0.4093;2.2275;
165;"GP_INT_P29_L";2;1;1.6000;1.4325;0.0000;3.0325;0.7870;0.6456;
166;"GP_INT_P30_L";2;1;1.6000;0.9914;0.0000;2.5914;0.4057;0.5858;
167;"GP_INT_P31_L";2;1;1.6000;0.9770;0.0000;2.5770;0.4201;0.5569;
168;"GP_INT_P32_L";2;1;1.6000;5.0529;0.0000;6.6529;0.4314;4.6215;
169;"GP_LPMODE_P05";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
170;"GP_LPMODE_P06";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
171;"GP_LPMODE_P07";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
172;"GP_LPMODE_P08";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
173;"GP_LPMODE_P09";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
174;"GP_LPMODE_P10";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
175;"GP_LPMODE_P11";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
176;"GP_LPMODE_P12";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
177;"GP_LPMODE_P13";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
178;"GP_LPMODE_P14";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
179;"GP_LPMODE_P15";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
180;"GP_LPMODE_P16";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
181;"GP_LPMODE_P17";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
182;"GP_LPMODE_P18";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
183;"GP_LPMODE_P19";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
184;"GP_LPMODE_P20";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
185;"GP_LPMODE_P21";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
186;"GP_LPMODE_P22";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
187;"GP_LPMODE_P23";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
188;"GP_LPMODE_P24";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
189;"GP_LPMODE_P25";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
190;"GP_LPMODE_P26";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
191;"GP_LPMODE_P27";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
192;"GP_LPMODE_P28";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
193;"GP_LPMODE_P29";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
194;"GP_LPMODE_P30";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
195;"GP_LPMODE_P31";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
196;"GP_LPMODE_P32";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
197;"GP_MOD_PRST_P05_L";2;1;1.6000;0.9268;0.0000;2.5268;0.3750;0.5518;
198;"GP_MOD_PRST_P06_L";2;1;1.6000;2.5132;0.0000;4.1132;2.0442;0.4690;
199;"GP_MOD_PRST_P07_L";2;1;1.6000;1.5768;0.0000;3.1768;1.1250;0.4518;
200;"GP_MOD_PRST_P08_L";2;1;1.6000;1.7500;0.0000;3.3500;0.3837;1.3664;
201;"GP_MOD_PRST_P09_L";2;1;1.6000;1.0419;0.0000;2.6419;0.5336;0.5083;
202;"GP_MOD_PRST_P10_L";2;1;1.6000;2.3537;0.0000;3.9537;1.4971;0.8566;
203;"GP_MOD_PRST_P11_L";2;1;1.6000;0.8972;0.0000;2.4972;0.3926;0.5047;
204;"GP_MOD_PRST_P12_L";2;1;1.6000;1.9607;0.0000;3.5607;0.3780;1.5827;
205;"GP_MOD_PRST_P13_L";2;1;1.6000;0.9631;0.0000;2.5631;0.3771;0.5861;
206;"GP_MOD_PRST_P14_L";2;1;1.6000;1.0818;0.0000;2.6818;0.6464;0.4354;
207;"GP_MOD_PRST_P15_L";2;1;1.6000;1.0475;0.0000;2.6475;0.3750;0.6725;
208;"GP_MOD_PRST_P16_L";2;1;1.6000;2.5657;0.0000;4.1657;2.1657;0.4000;
209;"GP_MOD_PRST_P17_L";2;1;1.6000;1.7803;0.0000;3.3803;1.1871;0.5932;
210;"GP_MOD_PRST_P18_L";2;1;1.6000;1.5383;0.0000;3.1383;1.0063;0.5320;
211;"GP_MOD_PRST_P19_L";2;1;1.6000;4.0411;0.0000;5.6411;0.5354;3.5058;
212;"GP_MOD_PRST_P20_L";2;1;1.6000;1.7529;0.0000;3.3529;1.1424;0.6106;
213;"GP_MOD_PRST_P21_L";2;1;1.6000;1.8647;0.0000;3.4647;0.8290;1.0357;
214;"GP_MOD_PRST_P22_L";2;1;1.6000;2.0069;0.0000;3.6069;0.6670;1.3399;
215;"GP_MOD_PRST_P23_L";2;1;1.6000;1.3258;0.0000;2.9258;0.4403;0.8855;
216;"GP_MOD_PRST_P24_L";2;1;1.6000;1.4000;0.0000;3.0000;0.8000;0.6000;
217;"GP_MOD_PRST_P25_L";2;1;1.6000;3.1456;0.0000;4.7456;0.8760;2.2696;
218;"GP_MOD_PRST_P26_L";2;1;1.6000;3.3987;0.0000;4.9987;0.4763;2.9224;
219;"GP_MOD_PRST_P27_L";2;1;1.6000;1.3522;0.0000;2.9522;0.3906;0.9616;
220;"GP_MOD_PRST_P28_L";2;1;1.6000;2.4819;0.0000;4.0819;1.1692;1.3127;
221;"GP_MOD_PRST_P29_L";2;1;1.6000;1.1414;0.0000;2.7414;0.7250;0.4164;
222;"GP_MOD_PRST_P30_L";2;1;1.6000;2.0330;0.0000;3.6330;0.9680;1.0650;
223;"GP_MOD_PRST_P31_L";2;1;1.6000;2.2907;0.0000;3.8907;1.3841;0.9066;
224;"GP_MOD_PRST_P32_L";2;1;1.6000;1.4864;0.0000;3.0864;0.5092;0.9771;
225;"HS_ASIC_QSFPDD_05AN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
226;"HS_ASIC_QSFPDD_05AP";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
227;"HS_ASIC_QSFPDD_05BN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
228;"HS_ASIC_QSFPDD_05BP";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
229;"HS_ASIC_QSFPDD_05CN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
230;"HS_ASIC_QSFPDD_05CP";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
231;"HS_ASIC_QSFPDD_05DN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
232;"HS_ASIC_QSFPDD_05DP";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
233;"HS_ASIC_QSFPDD_05EN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
234;"HS_ASIC_QSFPDD_05EP";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
235;"HS_ASIC_QSFPDD_05FN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
236;"HS_ASIC_QSFPDD_05FP";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
237;"HS_ASIC_QSFPDD_05GN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
238;"HS_ASIC_QSFPDD_05GP";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
239;"HS_ASIC_QSFPDD_05HN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
240;"HS_ASIC_QSFPDD_05HP";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
241;"HS_ASIC_QSFPDD_06AN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
242;"HS_ASIC_QSFPDD_06AP";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
243;"HS_ASIC_QSFPDD_06BN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
244;"HS_ASIC_QSFPDD_06BP";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
245;"HS_ASIC_QSFPDD_06CN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
246;"HS_ASIC_QSFPDD_06CP";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
247;"HS_ASIC_QSFPDD_06DN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
248;"HS_ASIC_QSFPDD_06DP";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
249;"HS_ASIC_QSFPDD_06EN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
250;"HS_ASIC_QSFPDD_06EP";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
251;"HS_ASIC_QSFPDD_06FN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
252;"HS_ASIC_QSFPDD_06FP";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
253;"HS_ASIC_QSFPDD_06GN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
254;"HS_ASIC_QSFPDD_06GP";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
255;"HS_ASIC_QSFPDD_06HN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
256;"HS_ASIC_QSFPDD_06HP";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
257;"HS_ASIC_QSFPDD_07AN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
258;"HS_ASIC_QSFPDD_07AP";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
259;"HS_ASIC_QSFPDD_07BN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
260;"HS_ASIC_QSFPDD_07BP";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
261;"HS_ASIC_QSFPDD_07CN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
262;"HS_ASIC_QSFPDD_07CP";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
