"Net Code";"Net Name";"Pad Count";"Via Count";"Via Length (mm)";"Track Length (mm)";"Die Length (mm)";"Net Length (mm)";"F.Cu (mm)";"B.Cu (mm)";
094;"SNN_PH_NC_37_33";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
095;"SNN_PH_NC_37_34";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
096;"SNN_PH_NC_37_35";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
097;"SNN_PH_NC_41_24";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
098;"SNN_PH_NC_41_25";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
099;"SNN_PH_NC_41_26";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
100;"SNN_PH_NC_41_27";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
101;"SNN_PH_NC_41_28";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
102;"SNN_PH_NC_41_29";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
103;"SNN_PH_NC_41_30";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
104;"SNN_PH_NC_41_31";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
105;"SNN_PH_NC_41_32";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
106;"SNN_PH_NC_41_33";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
107;"SNN_PH_NC_41_34";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
108;"SNN_PH_NC_41_35";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
109;"SNN_PH_NC_6_24";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
110;"SNN_PH_NC_6_25";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
111;"SNN_PH_NC_6_26";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
112;"SNN_PH_NC_6_27";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
113;"SNN_PH_NC_6_28";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
114;"SNN_PH_NC_6_29";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
115;"SNN_PH_NC_6_30";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
116;"SNN_PH_NC_6_31";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
117;"SNN_PH_NC_6_32";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
118;"SNN_PH_NC_6_33";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
119;"SNN_PH_NC_6_34";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
120;"SNN_PH_NC_6_35";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
121;"SNN_PH_REFIN_24";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
122;"SNN_PH_REFIN_25";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
123;"SNN_PH_REFIN_26";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
124;"SNN_PH_REFIN_27";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
125;"SNN_PH_REFIN_28";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
126;"SNN_PH_REFIN_29";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
127;"SNN_PH_REFIN_30";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
128;"SNN_PH_REFIN_31";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
129;"SNN_PH_REFIN_32";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
130;"SNN_PH_REFIN_33";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
131;"SNN_PH_REFIN_34";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
132;"SNN_PH_REFIN_35";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
133;"S_PH_EN_24";2;1;1.6000;1.0879;0.0000;2.6879;0.6941;0.3938;
134;"S_PH_EN_25";2;1;1.6000;1.7155;0.0000;3.3155;1.0159;0.6996;
135;"S_PH_EN_26";2;1;1.6000;4.0121;0.0000;5.6121;3.2871;0.7250;
136;"S_PH_EN_27";2;1;1.6000;4.3843;0.0000;5.9843;3.4079;0.9764;
137;"S_PH_EN_28";2;1;1.6000;7.5521;0.0000;9.1521;7.1223;0.4298;
138;"S_PH_EN_29";2;1;1.6000;5.5820;0.0000;7.1820;4.4558;1.1262;
139;"S_PH_EN_30";2;1;1.6000;2.5131;0.0000;4.1131;2.1528;0.3603;
140;"S_PH_EN_31";2;1;1.6000;3.2878;0.0000;4.8878;0.3947;2.8931;
141;"S_PH_EN_32";2;1;1.6000;2.7511;0.0000;4.3511;0.6316;2.1195;
142;"S_PH_EN_33";2;1;1.6000;1.4805;0.0000;3.0805;0.7175;0.7630;
143;"S_PH_EN_34";2;1;1.6000;2.2745;0.0000;3.8745;0.6573;1.6172;
144;"S_PH_EN_35";2;1;1.6000;2.9127;0.0000;4.5127;0.3642;2.5485;
145;"S_PH_TAO_24";2;1;1.6000;2.1368;0.0000;3.7368;1.6953;0.4415;
146;"S_PH_TAO_25";2;1;1.6000;2.7191;0.0000;4.3191;2.0502;0.6689;
147;"S_PH_TAO_26";2;1;1.6000;4.0471;0.0000;5.6471;1.9586;2.0885;
148;"S_PH_TAO_27";2;1;1.6000;4.0509;0.0000;5.6509;3.0112;1.0397;
149;"S_PH_TAO_28";2;1;1.6000;5.7489;0.0000;7.3489;5.3507;0.3982;
150;"S_PH_TAO_29";2;1;1.6000;6.1362;0.0000;7.7362;3.3002;2.8360;
151;"S_PH_TAO_30";2;1;1.6000;1.1420;0.0000;2.7420;0.3546;0.7874;
152;"S_PH_TAO_31";2;1;1.6000;2.2424;0.0000;3.8424;1.8442;0.3982;
153;"S_PH_TAO_32";2;1;1.6000;3.8546;0.0000;5.4546;3.5038;0.3508;
154;"S_PH_TAO_33";2;1;1.6000;1.6839;0.0000;3.2839;1.2028;0.4811;
155;"S_PH_TAO_34";2;1;1.6000;1.1263;0.0000;2.7263;0.3937;0.7326;
156;"S_PH_TAO_35";2;1;1.6000;2.3460;0.0000;3.9460;1.6210;0.7250;
157;"S_PH_VCC_24";4;1;1.6000;6.5430;0.0000;8.1430;0.5332;6.0098;
158;"S_PH_VCC_25";4;1;1.6000;6.1267;0.0000;7.7267;3.2281;2.8987;
159;"S_PH_VCC_26";4;1;1.6000;6.1502;0.0000;7.7502;1.1000;5.0502;
160;"S_PH_VCC_27";4;1;1.6000;7.6675;0.0000;9.2675;0.5940;7.0735;
161;"S_PH_VCC_28";4;1;1.6000;9.4507;0.0000;11.0507;5.6154;3.8353;
162;"S_PH_VCC_29";4;1;1.6000;8.0433;0.0000;9.6433;1.4227;6.6206;
163;"S_PH_VCC_30";4;1;1.6000;4.4070;0.0000;6.0070;0.4064;4.0006;
164;"S_PH_VCC_31";4;1;1.6000;4.3347;0.0000;5.9347;0.7386;3.5961;
165;"S_PH_VCC_32";4;1;1.6000;6.3554;0.0000;7.9554;1.7500;4.6054;
166;"S_PH_VCC_33";4;1;1.6000;7.2814;0.0000;8.8814;4.4088;2.8726;
167;"S_PH_VCC_34";4;1;1.6000;7.2950;0.0000;8.8950;1.4407;5.8543;
168;"S_PH_VCC_35";4;1;1.6000;5.4122;0.0000;7.0122;2.6435;2.7688;
169;"S_VDD_ISEN_PH10_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
170;"S_VDD_ISEN_PH11_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
171;"S_VDD_ISEN_PH12_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
172;"S_VDD_ISEN_PH1_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
173;"S_VDD_ISEN_PH2_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
174;"S_VDD_ISEN_PH3_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
175;"S_VDD_ISEN_PH4_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
176;"S_VDD_ISEN_PH5_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
177;"S_VDD_ISEN_PH6_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
178;"S_VDD_ISEN_PH7_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
179;"S_VDD_ISEN_PH8_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
180;"S_VDD_ISEN_PH9_4";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
181;"S_VDD_TAO_4";12;0;0.0000;94.5874;0.0000;94.5874;0.0000;94.5874;
182;"VDD_2";72;0;0.0000;488.7757;0.0000;488.7757;488.7757;0.0000;
183;"VDRV";36;5;8.0000;178.1717;0.0000;186.1717;76.7470;101.4247;
