"Net Code";"Net Name";"Pad Count";"Via Count";"Via Length (mm)";"Track Length (mm)";"Die Length (mm)";"Net Length (mm)";"F.Cu (mm)";"B.Cu (mm)";
069;"S_DVDD_0.9V_WEST_EN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
070;"S_DVDD_0.9V_WEST_EN_R";2;0;0.0000;2.1916;0.0000;2.1916;2.1916;0.0000;
071;"S_HVDD_1.2V_EAST_EN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
072;"S_HVDD_1.2V_EAST_EN_R";2;0;0.0000;4.0202;0.0000;4.0202;4.0202;0.0000;
073;"S_HVDD_1.2V_WEST_EN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
074;"S_HVDD_1.2V_WEST_EN_R";2;0;0.0000;3.9569;0.0000;3.9569;3.9569;0.0000;
075;"S_PCIE_CLK_EN_R";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
076;"S_PORTS_P01_P16_EN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
077;"S_PORTS_P01_P16_EN_R";2;0;0.0000;3.2446;0.0000;3.2446;3.2446;0.0000;
078;"S_PORTS_P17_P32_EN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
079;"S_PORTS_P17_P32_EN_R";2;0;0.0000;1.9400;0.0000;1.9400;1.9400;0.0000;
080;"S_VCORE_EN";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
081;"S_VCORE_EN_R";2;0;0.0000;1.6771;0.0000;1.6771;1.6771;0.0000;
